Event	ID	Name			Wwise Object Path	Notes
	102550024	sfx_enemies_germslime_death			\Default Work Unit\Enemies\Germ Slime\Death\sfx_enemies_germslime_death	
	228935287	sfx_weapon_germoblaster_reload			\Default Work Unit\Weapons\GermOBlaster\sfx_weapon_germoblaster_reload	
	1012708473	sfx_enemies_bloodcell_death			\Default Work Unit\Enemies\Blood Cell\Death\sfx_enemies_bloodcell_death	
	1098573287	sfx_enemies_bloodcell_idle			\Default Work Unit\Enemies\Blood Cell\Idle\sfx_enemies_bloodcell_idle	
	1104292844	sfx_weapon_pill_throw			\Default Work Unit\Weapons\PIll Grenade\sfx_weapon_pill_throw	
	1355404468	sfx_weapon_healmatic500_fire			\Default Work Unit\Weapons\Healmatic500\sfx_weapon_healmatic500_fire	
	1631753596	sfx_weapon_germoblaster_fire			\Default Work Unit\Weapons\GermOBlaster\sfx_weapon_germoblaster_fire	
	1796022955	sfx_weapon_pill_reload			\Default Work Unit\Weapons\PIll Grenade\sfx_weapon_pill_reload	
	1948922918	sfx_enemies_germspike_death			\Default Work Unit\Enemies\Germ Spike\Germ Spike\Death\sfx_enemies_germspike_death	
	2334927414	sfx_enemies_germspike_idle			\Default Work Unit\Enemies\Germ Spike\Germ Spike\Idle\sfx_enemies_germspike_idle	
	2968060059	sfx_weapon_pill_explode			\Default Work Unit\Weapons\PIll Grenade\sfx_weapon_pill_explode	
	3024126497	Test_Pop			\Default Work Unit\Test_Pop	
	3055844788	sfx_enemies_germslime_idle			\Default Work Unit\Enemies\Germ Slime\Idle\sfx_enemies_germslime_idle	
	3217822573	Amb_Hospital_Loop			\Default Work Unit\Amb_Hospital_Loop	
	3292684059	sfx_enemies_fatblob_idle			\Default Work Unit\Enemies\Fat Blob\Idle\sfx_enemies_fatblob_idle	
	3358445023	sfx_weapon_healmatic500_reload			\Default Work Unit\Weapons\Healmatic500\sfx_weapon_healmatic500_reload	
	3791724757	sfx_weapon_all_swap			\Default Work Unit\Weapons\Weapon Swap\sfx_weapon_all_swap	
	3801009704	sfx_enemies_fatblob_dissolve			\Default Work Unit\Enemies\Fat Blob\Dissolve\sfx_enemies_fatblob_dissolve	
	3902373752	sfx_enemies_bloodcell_hit			\Default Work Unit\Enemies\Blood Cell\Hit\sfx_enemies_bloodcell_hit	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	424706265	sfx_weapon_healmatic500_fire_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_healmatic500_fire_01_5C0657E3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Healmatic500\sfx_weapon_healmatic500_fire_01		201572
	564281337	sfx_weapon_healmatic500_reload_02	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_healmatic500_reload_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Healmatic500\Healmatic500 Reload\sfx_weapon_healmatic500_reload_02		49832
	564359925	sfx_enemy_fatblob_dissolve_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_enemy_fatblob_dissolve_01_B156F963.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Fat Blob\Dissolve\sfx_enemy_fatblob_dissolve_01		1145764
	578939607	sfx_weapon_germoblaster_reload_03	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_germoblaster_reload_03_1C69580D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\GermOBlaster\Reload\sfx_weapon_germoblaster_reload_03		73224
	624977598	sfx_weapon_germoblaster_fire_03	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\GermOBlaster Fire\sfx_weapon_germoblaster_fire_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\GermOBlaster\GermOBlaster Fire\sfx_weapon_germoblaster_fire_03		14280
	633341211	sfx_weapon_germoblaster_fire_04	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\GermOBlaster Fire\sfx_weapon_germoblaster_fire_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\GermOBlaster\GermOBlaster Fire\sfx_weapon_germoblaster_fire_04		13988
	685681818	sfx_weapon_pill_explosion_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_pill_explosion_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Pill Grenade\sfx_weapon_pill_explosion_01		373256
	692757743	sfx_weapon_pill_reload_02	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_pill_reload_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Pill Grenade\sfx_weapon_pill_reload_02		138324
	756462970	sfx_weapon_healmatic500_reload_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_healmatic500_reload_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Healmatic500\Healmatic500 Reload\sfx_weapon_healmatic500_reload_01		107156
	757333123	sfx_weapon_all_swap_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_all_swap_01_1403AD7D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Weapon Swap\sfx_weapon_all_swap_01		153268
	803988425	sfx_enemy_bloodcell_hit_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_enemy_bloodcell_hit_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Blood Cell\Hit\sfx_enemy_bloodcell_hit_01		104512
	854236484	sfx_weapon_germoblaster_reload_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_weapon_germoblaster_reload_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\GermOBlaster\Reload\sfx_weapon_germoblaster_reload_01		119876
	864586043	sfx_weapon_germoblaster_fire_02	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\GermOBlaster Fire\sfx_weapon_germoblaster_fire_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\GermOBlaster\GermOBlaster Fire\sfx_weapon_germoblaster_fire_02		14224
	953187999	sfx_enemy_fatblob_idle_02	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_enemy_fatblob_idle_02_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Fat Blob\Idle\sfx_enemy_fatblob_idle_02		3113968
	1064385070	sfx_enemy_all_death_01	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\sfx_enemy_all_death_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\All\sfx_enemy_all_death_01		100624

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	747429870	IBS_amb_hospital_loop_v2	Y:\Documents\Codename IBS Git\Codename_IBS_Repo\Codename_IBS_Beta\Codename_IBS_Beta_WwiseProject\.cache\Windows\SFX\IBS_amb_hospital_loop_v2_5A068A4E.wem	747429870.wem	\Actor-Mixer Hierarchy\Default Work Unit\IBS_amb_hospital_loop_v2	

